"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"744","GARFIELD RIDGE","2015","Vehicle/Other",1350,198,2,23,98,77
"745","GARFIELD RIDGE","2016","PEDALCYCLIST",10,10,0,1,4,5
"746","GARFIELD RIDGE","2016","PEDESTRIAN",28,28,1,3,12,13
"747","GARFIELD RIDGE","2016","Vehicle/Other",1387,177,0,14,81,82
"748","GARFIELD RIDGE","2017","PEDALCYCLIST",7,6,1,1,3,2
"749","GARFIELD RIDGE","2017","PEDESTRIAN",28,30,1,6,12,12
"750","GARFIELD RIDGE","2017","Vehicle/Other",1329,269,4,25,142,102
"751","GRAND BOULEVARD","2009","PEDALCYCLIST",1,1,0,1,0,0
"752","GRAND BOULEVARD","2009","PEDESTRIAN",30,32,0,6,20,6
"753","GRAND BOULEVARD","2009","Vehicle/Other",440,121,0,9,67,45
"754","GRAND BOULEVARD","2010","PEDALCYCLIST",8,8,0,1,7,0
"755","GRAND BOULEVARD","2010","PEDESTRIAN",30,30,0,4,19,7
"756","GRAND BOULEVARD","2010","Vehicle/Other",465,190,1,10,88,92
"757","GRAND BOULEVARD","2011","PEDALCYCLIST",4,4,0,1,1,2
"758","GRAND BOULEVARD","2011","PEDESTRIAN",19,19,0,3,8,8
"759","GRAND BOULEVARD","2011","Vehicle/Other",432,130,0,15,67,48
"760","GRAND BOULEVARD","2012","PEDALCYCLIST",11,11,0,1,7,3
"761","GRAND BOULEVARD","2012","PEDESTRIAN",15,16,0,2,9,5
"762","GRAND BOULEVARD","2012","Vehicle/Other",422,188,2,19,74,95
"763","GRAND BOULEVARD","2013","PEDALCYCLIST",7,7,0,1,3,3
"764","GRAND BOULEVARD","2013","PEDESTRIAN",15,15,0,1,11,3
"765","GRAND BOULEVARD","2013","Vehicle/Other",439,179,1,29,95,55
"766","GRAND BOULEVARD","2014","PEDALCYCLIST",3,3,1,1,1,1
"767","GRAND BOULEVARD","2014","PEDESTRIAN",18,18,0,1,12,5
"768","GRAND BOULEVARD","2014","Vehicle/Other",467,139,0,10,69,60
"769","GRAND BOULEVARD","2015","PEDALCYCLIST",4,4,0,1,3,0
"770","GRAND BOULEVARD","2015","PEDESTRIAN",25,28,0,4,15,9
"771","GRAND BOULEVARD","2015","Vehicle/Other",628,226,0,24,113,89
"772","GRAND BOULEVARD","2016","PEDALCYCLIST",6,6,0,0,4,2
"773","GRAND BOULEVARD","2016","PEDESTRIAN",17,16,0,6,3,7
"774","GRAND BOULEVARD","2016","Vehicle/Other",715,226,1,23,122,81
"775","GRAND BOULEVARD","2017","PEDALCYCLIST",6,6,0,1,5,0
"776","GRAND BOULEVARD","2017","PEDESTRIAN",23,20,0,2,10,8
"777","GRAND BOULEVARD","2017","Vehicle/Other",745,277,0,19,139,119
"778","GREATER GRAND CROSSING","2009","PEDALCYCLIST",11,10,0,1,6,3
"779","GREATER GRAND CROSSING","2009","PEDESTRIAN",54,54,0,11,27,16
"780","GREATER GRAND CROSSING","2009","Vehicle/Other",1584,541,7,49,269,223
"781","GREATER GRAND CROSSING","2010","PEDALCYCLIST",13,14,0,1,5,8
"782","GREATER GRAND CROSSING","2010","PEDESTRIAN",72,80,1,9,45,26
"783","GREATER GRAND CROSSING","2010","Vehicle/Other",1402,572,7,41,336,195
"784","GREATER GRAND CROSSING","2011","PEDALCYCLIST",4,4,0,0,3,1
"785","GREATER GRAND CROSSING","2011","PEDESTRIAN",60,63,0,8,32,23
"786","GREATER GRAND CROSSING","2011","Vehicle/Other",1420,503,4,48,253,202
"787","GREATER GRAND CROSSING","2012","PEDALCYCLIST",17,15,1,2,5,8
"788","GREATER GRAND CROSSING","2012","PEDESTRIAN",39,39,0,8,18,13
"789","GREATER GRAND CROSSING","2012","Vehicle/Other",1451,469,1,28,248,193
"790","GREATER GRAND CROSSING","2013","PEDALCYCLIST",8,9,0,1,5,3
"791","GREATER GRAND CROSSING","2013","PEDESTRIAN",43,43,0,4,21,18
"792","GREATER GRAND CROSSING","2013","Vehicle/Other",1460,481,0,39,247,195
"793","GREATER GRAND CROSSING","2014","PEDALCYCLIST",10,10,0,1,7,2
"794","GREATER GRAND CROSSING","2014","PEDESTRIAN",41,42,0,2,31,9
"795","GREATER GRAND CROSSING","2014","Vehicle/Other",1551,532,3,36,289,207
"796","GREATER GRAND CROSSING","2015","PEDALCYCLIST",8,9,0,2,3,4
"797","GREATER GRAND CROSSING","2015","PEDESTRIAN",45,43,1,9,25,9
"798","GREATER GRAND CROSSING","2015","Vehicle/Other",1818,551,3,53,307,191
"799","GREATER GRAND CROSSING","2016","PEDALCYCLIST",10,10,0,2,6,2
"800","GREATER GRAND CROSSING","2016","PEDESTRIAN",48,49,1,10,29,10
"801","GREATER GRAND CROSSING","2016","Vehicle/Other",1982,600,3,47,344,209
"802","GREATER GRAND CROSSING","2017","PEDALCYCLIST",18,17,0,3,13,1
"803","GREATER GRAND CROSSING","2017","PEDESTRIAN",55,56,1,12,32,12
"804","GREATER GRAND CROSSING","2017","Vehicle/Other",1932,596,4,65,325,206
"805","GREATER GRAND CROSSING",NA,"Vehicle/Other",2,0,0,0,0,0
"806","HEGEWISCH","2009","PEDALCYCLIST",2,2,0,0,1,1
"807","HEGEWISCH","2009","Vehicle/Other",186,65,0,8,37,20
"808","HEGEWISCH","2010","PEDALCYCLIST",2,2,0,1,1,0
"809","HEGEWISCH","2010","PEDESTRIAN",1,1,0,0,0,1
"810","HEGEWISCH","2010","Vehicle/Other",158,47,0,4,35,8
"811","HEGEWISCH","2011","PEDALCYCLIST",1,1,0,0,0,1
"812","HEGEWISCH","2011","PEDESTRIAN",2,2,0,0,1,1
"813","HEGEWISCH","2011","Vehicle/Other",189,53,0,5,34,14
"814","HEGEWISCH","2012","PEDALCYCLIST",1,1,0,0,1,0
"815","HEGEWISCH","2012","PEDESTRIAN",3,3,0,0,3,0
"816","HEGEWISCH","2012","Vehicle/Other",180,42,0,5,29,8
"817","HEGEWISCH","2013","PEDALCYCLIST",1,1,0,0,1,0
"818","HEGEWISCH","2013","PEDESTRIAN",5,5,0,1,2,2
"819","HEGEWISCH","2013","Vehicle/Other",195,42,0,4,25,13
"820","HEGEWISCH","2014","PEDALCYCLIST",1,1,0,0,0,1
"821","HEGEWISCH","2014","PEDESTRIAN",3,3,0,1,1,1
"822","HEGEWISCH","2014","Vehicle/Other",206,69,1,6,37,26
"823","HEGEWISCH","2015","PEDALCYCLIST",2,2,0,0,2,0
"824","HEGEWISCH","2015","PEDESTRIAN",5,5,0,1,3,1
"825","HEGEWISCH","2015","Vehicle/Other",213,60,1,4,43,13
"826","HEGEWISCH","2016","PEDESTRIAN",3,3,0,0,1,2
"827","HEGEWISCH","2016","Vehicle/Other",226,78,0,11,44,23
"828","HEGEWISCH","2017","PEDALCYCLIST",1,1,0,0,1,0
"829","HEGEWISCH","2017","PEDESTRIAN",2,2,0,0,2,0
"830","HEGEWISCH","2017","Vehicle/Other",237,59,1,3,34,22
"831","HERMOSA","2009","PEDALCYCLIST",9,9,0,1,2,6
"832","HERMOSA","2009","PEDESTRIAN",15,15,0,0,7,8
"833","HERMOSA","2009","Vehicle/Other",403,73,0,6,37,30
"834","HERMOSA","2010","PEDALCYCLIST",4,4,0,0,3,1
"835","HERMOSA","2010","PEDESTRIAN",23,24,0,2,14,8
"836","HERMOSA","2010","Vehicle/Other",417,48,2,1,25,22
"837","HERMOSA","2011","PEDALCYCLIST",11,12,0,0,10,2
"838","HERMOSA","2011","PEDESTRIAN",19,21,0,4,13,4
"839","HERMOSA","2011","Vehicle/Other",374,56,2,8,24,24
"840","HERMOSA","2012","PEDALCYCLIST",5,5,0,0,3,2
"841","HERMOSA","2012","PEDESTRIAN",11,11,0,1,4,6
"842","HERMOSA","2012","Vehicle/Other",430,59,0,8,31,20
"843","HERMOSA","2013","PEDALCYCLIST",11,10,0,0,5,5
"844","HERMOSA","2013","PEDESTRIAN",10,8,0,2,4,2
"845","HERMOSA","2013","Vehicle/Other",408,55,0,4,29,22
"846","HERMOSA","2014","PEDALCYCLIST",15,14,0,1,8,5
"847","HERMOSA","2014","PEDESTRIAN",21,21,0,5,13,3
"848","HERMOSA","2014","Vehicle/Other",379,46,0,8,17,21
"849","HERMOSA","2015","PEDALCYCLIST",23,22,0,1,14,7
"850","HERMOSA","2015","PEDESTRIAN",12,12,0,4,5,3
"851","HERMOSA","2015","Vehicle/Other",479,73,0,7,41,25
"852","HERMOSA","2016","PEDALCYCLIST",14,13,0,3,3,7
"853","HERMOSA","2016","PEDESTRIAN",16,17,0,4,4,9
"854","HERMOSA","2016","Vehicle/Other",461,80,0,13,41,26
"855","HERMOSA","2017","PEDALCYCLIST",21,21,0,4,12,5
"856","HERMOSA","2017","PEDESTRIAN",19,20,0,4,13,3
"857","HERMOSA","2017","Vehicle/Other",470,60,1,6,28,26
"858","HUMBOLDT PARK","2009","PEDALCYCLIST",39,39,0,4,19,16
"859","HUMBOLDT PARK","2009","PEDESTRIAN",85,89,0,14,42,33
"860","HUMBOLDT PARK","2009","Vehicle/Other",1512,336,5,36,165,135
"861","HUMBOLDT PARK","2010","PEDALCYCLIST",30,30,0,4,17,9
"862","HUMBOLDT PARK","2010","PEDESTRIAN",87,86,1,9,40,37
"863","HUMBOLDT PARK","2010","Vehicle/Other",1470,341,0,30,169,142
"864","HUMBOLDT PARK","2011","PEDALCYCLIST",28,24,1,4,13,7
"865","HUMBOLDT PARK","2011","PEDESTRIAN",60,59,2,8,33,18
"866","HUMBOLDT PARK","2011","Vehicle/Other",1368,347,1,29,174,144
"867","HUMBOLDT PARK","2012","PEDALCYCLIST",40,41,0,5,19,17
"868","HUMBOLDT PARK","2012","PEDESTRIAN",72,78,0,17,40,21
"869","HUMBOLDT PARK","2012","Vehicle/Other",1404,302,2,30,147,125
"870","HUMBOLDT PARK","2013","PEDALCYCLIST",44,41,0,8,23,10
"871","HUMBOLDT PARK","2013","PEDESTRIAN",63,67,0,5,36,26
"872","HUMBOLDT PARK","2013","Vehicle/Other",1351,315,3,47,142,126
"873","HUMBOLDT PARK","2014","PEDALCYCLIST",32,25,0,2,20,3
"874","HUMBOLDT PARK","2014","PEDESTRIAN",61,63,0,7,42,14
"875","HUMBOLDT PARK","2014","Vehicle/Other",1349,314,0,41,159,114
"876","HUMBOLDT PARK","2015","PEDALCYCLIST",32,31,1,3,20,8
"877","HUMBOLDT PARK","2015","PEDESTRIAN",55,54,3,14,33,7
"878","HUMBOLDT PARK","2015","Vehicle/Other",1517,355,1,41,140,174
"879","HUMBOLDT PARK","2016","PEDALCYCLIST",30,29,0,1,14,14
"880","HUMBOLDT PARK","2016","PEDESTRIAN",71,70,0,10,30,30
"881","HUMBOLDT PARK","2016","Vehicle/Other",1648,346,1,38,156,152
"882","HUMBOLDT PARK","2017","PEDALCYCLIST",29,29,1,4,17,8
"883","HUMBOLDT PARK","2017","PEDESTRIAN",65,69,0,18,41,10
"884","HUMBOLDT PARK","2017","Vehicle/Other",1629,406,0,54,184,168
"885","HYDE PARK","2009","PEDALCYCLIST",16,13,0,1,8,4
"886","HYDE PARK","2009","PEDESTRIAN",25,26,0,2,16,8
"887","HYDE PARK","2009","Vehicle/Other",470,110,0,17,51,42
"888","HYDE PARK","2010","PEDALCYCLIST",19,18,0,2,11,5
"889","HYDE PARK","2010","PEDESTRIAN",20,21,0,5,10,6
"890","HYDE PARK","2010","Vehicle/Other",507,146,2,28,61,57
"891","HYDE PARK","2011","PEDALCYCLIST",10,11,0,1,7,3
"892","HYDE PARK","2011","PEDESTRIAN",15,15,0,3,4,8
"893","HYDE PARK","2011","Vehicle/Other",498,132,1,21,69,42
"894","HYDE PARK","2012","PEDALCYCLIST",13,15,0,1,9,5
"895","HYDE PARK","2012","PEDESTRIAN",17,18,0,3,12,3
"896","HYDE PARK","2012","Vehicle/Other",484,114,1,12,59,43
"897","HYDE PARK","2013","PEDALCYCLIST",22,24,0,3,19,2
"898","HYDE PARK","2013","PEDESTRIAN",20,20,0,2,10,8
"899","HYDE PARK","2013","Vehicle/Other",484,110,0,8,52,50
"900","HYDE PARK","2014","PEDALCYCLIST",19,18,0,2,11,5
"901","HYDE PARK","2014","PEDESTRIAN",22,21,0,6,9,6
"902","HYDE PARK","2014","Vehicle/Other",573,96,0,5,55,36
"903","HYDE PARK","2015","PEDALCYCLIST",10,10,0,0,8,2
"904","HYDE PARK","2015","PEDESTRIAN",24,24,0,5,14,5
"905","HYDE PARK","2015","Vehicle/Other",606,125,2,16,61,48
"906","HYDE PARK","2016","PEDALCYCLIST",16,15,0,1,7,7
"907","HYDE PARK","2016","PEDESTRIAN",24,25,0,3,15,7
"908","HYDE PARK","2016","Vehicle/Other",716,120,2,8,47,65
"909","HYDE PARK","2017","PEDALCYCLIST",12,11,0,2,8,1
"910","HYDE PARK","2017","PEDESTRIAN",26,25,0,4,18,3
"911","HYDE PARK","2017","Vehicle/Other",706,127,0,10,60,57
"912","IRVING PARK","2009","PEDALCYCLIST",25,22,0,2,10,10
"913","IRVING PARK","2009","PEDESTRIAN",39,39,0,7,16,16
"914","IRVING PARK","2009","Vehicle/Other",1935,246,2,27,126,93
"915","IRVING PARK","2010","PEDALCYCLIST",39,41,0,4,20,17
"916","IRVING PARK","2010","PEDESTRIAN",34,36,0,5,16,15
"917","IRVING PARK","2010","Vehicle/Other",1985,280,2,24,136,120
"918","IRVING PARK","2011","PEDALCYCLIST",29,29,0,3,16,10
"919","IRVING PARK","2011","PEDESTRIAN",35,36,0,5,20,11
"920","IRVING PARK","2011","Vehicle/Other",1940,261,1,25,128,108
"921","IRVING PARK","2012","PEDALCYCLIST",37,35,0,3,20,12
"922","IRVING PARK","2012","PEDESTRIAN",42,42,0,5,27,10
"923","IRVING PARK","2012","Vehicle/Other",1997,267,1,20,134,113
"924","IRVING PARK","2013","PEDALCYCLIST",33,31,0,2,19,10
"925","IRVING PARK","2013","PEDESTRIAN",33,30,0,4,18,8
"926","IRVING PARK","2013","Vehicle/Other",2039,255,1,20,141,94
"927","IRVING PARK","2014","PEDALCYCLIST",35,34,0,4,22,8
"928","IRVING PARK","2014","PEDESTRIAN",48,46,0,5,31,10
"929","IRVING PARK","2014","Vehicle/Other",2088,261,1,26,126,109
"930","IRVING PARK","2015","PEDALCYCLIST",28,28,1,6,17,5
"931","IRVING PARK","2015","PEDESTRIAN",29,29,0,4,15,10
"932","IRVING PARK","2015","Vehicle/Other",2299,287,0,34,141,112
"933","IRVING PARK","2016","PEDALCYCLIST",35,34,0,5,15,14
"934","IRVING PARK","2016","PEDESTRIAN",28,31,0,4,15,12
"935","IRVING PARK","2016","Vehicle/Other",2461,282,0,42,127,113
"936","IRVING PARK","2017","PEDALCYCLIST",31,31,0,4,19,8
"937","IRVING PARK","2017","PEDESTRIAN",36,35,0,5,25,5
"938","IRVING PARK","2017","Vehicle/Other",2323,306,1,17,179,110
"939","JEFFERSON PARK","2009","PEDALCYCLIST",17,18,0,5,10,3
"940","JEFFERSON PARK","2009","PEDESTRIAN",15,14,0,4,6,4
"941","JEFFERSON PARK","2009","Vehicle/Other",851,119,1,9,50,60
"942","JEFFERSON PARK","2010","PEDALCYCLIST",8,7,0,1,4,2
"943","JEFFERSON PARK","2010","PEDESTRIAN",15,15,0,4,6,5
"944","JEFFERSON PARK","2010","Vehicle/Other",880,154,0,11,60,83
"945","JEFFERSON PARK","2011","PEDALCYCLIST",7,7,0,0,3,4
"946","JEFFERSON PARK","2011","PEDESTRIAN",8,9,0,3,1,5
"947","JEFFERSON PARK","2011","Vehicle/Other",850,127,0,11,66,50
"948","JEFFERSON PARK","2012","PEDALCYCLIST",11,11,0,0,6,5
"949","JEFFERSON PARK","2012","PEDESTRIAN",13,11,1,1,7,3
"950","JEFFERSON PARK","2012","Vehicle/Other",936,145,1,17,60,68
"951","JEFFERSON PARK","2013","PEDALCYCLIST",16,14,0,3,7,4
"952","JEFFERSON PARK","2013","PEDESTRIAN",13,13,0,2,7,4
"953","JEFFERSON PARK","2013","Vehicle/Other",970,164,0,9,76,79
"954","JEFFERSON PARK","2014","PEDALCYCLIST",14,13,0,4,5,4
"955","JEFFERSON PARK","2014","PEDESTRIAN",13,12,1,1,9,2
"956","JEFFERSON PARK","2014","Vehicle/Other",1035,158,1,13,75,70
"957","JEFFERSON PARK","2015","PEDALCYCLIST",12,13,0,2,9,2
"958","JEFFERSON PARK","2015","PEDESTRIAN",19,18,1,5,10,3
"959","JEFFERSON PARK","2015","Vehicle/Other",1041,126,0,12,70,44
"960","JEFFERSON PARK","2016","PEDALCYCLIST",12,12,0,0,4,8
"961","JEFFERSON PARK","2016","PEDESTRIAN",12,12,0,2,1,9
"962","JEFFERSON PARK","2016","Vehicle/Other",1109,131,0,22,49,60
"963","JEFFERSON PARK","2017","PEDALCYCLIST",11,10,0,2,6,2
"964","JEFFERSON PARK","2017","PEDESTRIAN",15,15,0,1,10,4
"965","JEFFERSON PARK","2017","Vehicle/Other",1176,161,0,21,83,57
"966","KENWOOD","2009","PEDALCYCLIST",7,7,0,0,3,4
"967","KENWOOD","2009","PEDESTRIAN",18,17,0,4,6,7
"968","KENWOOD","2009","Vehicle/Other",289,73,2,8,31,34
"969","KENWOOD","2010","PEDALCYCLIST",5,5,0,0,2,3
"970","KENWOOD","2010","PEDESTRIAN",15,15,0,0,11,4
"971","KENWOOD","2010","Vehicle/Other",256,65,1,7,42,16
"972","KENWOOD","2011","PEDALCYCLIST",3,3,0,0,2,1
"973","KENWOOD","2011","PEDESTRIAN",14,16,0,1,6,9
"974","KENWOOD","2011","Vehicle/Other",252,71,0,6,35,30
"975","KENWOOD","2012","PEDALCYCLIST",9,9,0,3,4,2
"976","KENWOOD","2012","PEDESTRIAN",11,11,0,1,6,4
"977","KENWOOD","2012","Vehicle/Other",243,70,0,4,36,30
"978","KENWOOD","2013","PEDALCYCLIST",7,6,0,0,3,3
"979","KENWOOD","2013","PEDESTRIAN",17,17,1,2,11,4
"980","KENWOOD","2013","Vehicle/Other",223,45,1,5,20,20
"981","KENWOOD","2014","PEDALCYCLIST",5,6,0,2,1,3
"982","KENWOOD","2014","PEDESTRIAN",9,10,0,1,7,2
"983","KENWOOD","2014","Vehicle/Other",320,57,0,9,26,22
"984","KENWOOD","2015","PEDALCYCLIST",3,2,0,0,1,1
"985","KENWOOD","2015","PEDESTRIAN",11,10,0,1,6,3
"986","KENWOOD","2015","Vehicle/Other",327,73,0,11,35,27
"987","KENWOOD","2016","PEDALCYCLIST",5,4,0,1,0,3
"988","KENWOOD","2016","PEDESTRIAN",14,13,0,2,3,8
"989","KENWOOD","2016","Vehicle/Other",344,77,0,6,34,37
"990","KENWOOD","2017","PEDALCYCLIST",4,4,0,0,4,0
"991","KENWOOD","2017","PEDESTRIAN",12,10,1,1,8,1
"992","KENWOOD","2017","Vehicle/Other",334,79,0,8,42,29
"993","LAKE VIEW","2009","PEDALCYCLIST",77,71,0,10,28,33
"994","LAKE VIEW","2009","PEDESTRIAN",78,77,1,12,30,35
"995","LAKE VIEW","2009","Vehicle/Other",1771,218,2,30,89,99
"996","LAKE VIEW","2010","PEDALCYCLIST",83,81,0,2,47,32
"997","LAKE VIEW","2010","PEDESTRIAN",100,101,0,18,53,30
"998","LAKE VIEW","2010","Vehicle/Other",1691,232,2,18,91,123
"999","LAKE VIEW","2011","PEDALCYCLIST",75,68,0,10,36,22
"1000","LAKE VIEW","2011","PEDESTRIAN",75,81,1,5,46,30
"1001","LAKE VIEW","2011","Vehicle/Other",1696,241,1,31,89,121
"1002","LAKE VIEW","2012","PEDALCYCLIST",84,77,0,8,38,31
"1003","LAKE VIEW","2012","PEDESTRIAN",95,98,0,17,43,38
"1004","LAKE VIEW","2012","Vehicle/Other",1582,208,1,29,85,94
"1005","LAKE VIEW","2013","PEDALCYCLIST",104,94,0,6,66,22
"1006","LAKE VIEW","2013","PEDESTRIAN",75,68,2,10,34,24
"1007","LAKE VIEW","2013","Vehicle/Other",1655,228,2,38,89,101
"1008","LAKE VIEW","2014","PEDALCYCLIST",90,83,0,7,57,19
"1009","LAKE VIEW","2014","PEDESTRIAN",75,73,0,8,47,18
"1010","LAKE VIEW","2014","Vehicle/Other",1670,189,0,18,82,89
"1011","LAKE VIEW","2015","PEDALCYCLIST",91,89,0,5,51,33
"1012","LAKE VIEW","2015","PEDESTRIAN",77,70,1,5,44,21
"1013","LAKE VIEW","2015","Vehicle/Other",1759,238,0,36,91,111
"1014","LAKE VIEW","2016","PEDALCYCLIST",99,94,0,5,52,37
"1015","LAKE VIEW","2016","PEDESTRIAN",84,85,1,18,33,34
"1016","LAKE VIEW","2016","Vehicle/Other",1745,188,1,24,91,73
"1017","LAKE VIEW","2017","PEDALCYCLIST",47,46,0,7,32,7
"1018","LAKE VIEW","2017","PEDESTRIAN",101,107,1,24,61,22
"1019","LAKE VIEW","2017","Vehicle/Other",1619,199,0,14,86,99
"1020","LAKE VIEW",NA,"Vehicle/Other",5,0,0,0,0,0
"1021","LINCOLN PARK","2009","PEDALCYCLIST",77,78,0,10,38,30
"1022","LINCOLN PARK","2009","PEDESTRIAN",75,77,0,10,35,32
"1023","LINCOLN PARK","2009","Vehicle/Other",1728,289,0,35,114,140
"1024","LINCOLN PARK","2010","PEDALCYCLIST",65,63,0,5,36,22
"1025","LINCOLN PARK","2010","PEDESTRIAN",64,64,0,8,29,27
"1026","LINCOLN PARK","2010","Vehicle/Other",1563,239,0,14,99,126
"1027","LINCOLN PARK","2011","PEDALCYCLIST",69,64,0,6,39,19
"1028","LINCOLN PARK","2011","PEDESTRIAN",71,74,0,9,36,29
"1029","LINCOLN PARK","2011","Vehicle/Other",1560,190,1,13,88,89
"1030","LINCOLN PARK","2012","PEDALCYCLIST",74,69,0,10,31,28
"1031","LINCOLN PARK","2012","PEDESTRIAN",55,54,0,12,26,16
"1032","LINCOLN PARK","2012","Vehicle/Other",1535,217,0,14,98,105
"1033","LINCOLN PARK","2013","PEDALCYCLIST",89,78,0,6,51,21
"1034","LINCOLN PARK","2013","PEDESTRIAN",64,67,0,12,36,19
"1035","LINCOLN PARK","2013","Vehicle/Other",1456,199,1,22,109,68
"1036","LINCOLN PARK","2014","PEDALCYCLIST",83,78,0,8,47,23
"1037","LINCOLN PARK","2014","PEDESTRIAN",52,48,0,4,31,13
"1038","LINCOLN PARK","2014","Vehicle/Other",1467,191,1,19,77,95
"1039","LINCOLN PARK","2015","PEDALCYCLIST",95,90,0,12,50,28
"1040","LINCOLN PARK","2015","PEDESTRIAN",58,60,0,14,30,16
"1041","LINCOLN PARK","2015","Vehicle/Other",1668,225,1,23,100,102
"1042","LINCOLN PARK","2016","PEDALCYCLIST",93,87,0,11,46,30
"1043","LINCOLN PARK","2016","PEDESTRIAN",72,70,0,9,38,23
"1044","LINCOLN PARK","2016","Vehicle/Other",1628,204,0,12,93,99
"1045","LINCOLN PARK","2017","PEDALCYCLIST",47,46,0,3,35,8
"1046","LINCOLN PARK","2017","PEDESTRIAN",51,54,0,9,30,15
"1047","LINCOLN PARK","2017","Vehicle/Other",1496,277,0,31,124,122
"1048","LINCOLN SQUARE","2009","PEDALCYCLIST",20,20,0,3,10,7
"1049","LINCOLN SQUARE","2009","PEDESTRIAN",35,36,0,7,14,15
"1050","LINCOLN SQUARE","2009","Vehicle/Other",857,138,0,10,58,70
"1051","LINCOLN SQUARE","2010","PEDALCYCLIST",24,24,0,1,13,10
"1052","LINCOLN SQUARE","2010","PEDESTRIAN",23,25,0,3,11,11
"1053","LINCOLN SQUARE","2010","Vehicle/Other",877,149,0,10,67,72
"1054","LINCOLN SQUARE","2011","PEDALCYCLIST",24,23,0,1,17,5
"1055","LINCOLN SQUARE","2011","PEDESTRIAN",29,30,0,6,13,11
"1056","LINCOLN SQUARE","2011","Vehicle/Other",793,135,0,10,49,76
"1057","LINCOLN SQUARE","2012","PEDALCYCLIST",31,30,0,3,15,12
"1058","LINCOLN SQUARE","2012","PEDESTRIAN",28,28,1,5,16,7
"1059","LINCOLN SQUARE","2012","Vehicle/Other",809,131,2,10,62,59
"1060","LINCOLN SQUARE","2013","PEDALCYCLIST",35,32,0,2,18,12
"1061","LINCOLN SQUARE","2013","PEDESTRIAN",23,22,1,1,14,7
"1062","LINCOLN SQUARE","2013","Vehicle/Other",838,131,0,12,51,68
"1063","LINCOLN SQUARE","2014","PEDALCYCLIST",30,28,0,1,19,8
"1064","LINCOLN SQUARE","2014","PEDESTRIAN",26,25,0,3,15,7
"1065","LINCOLN SQUARE","2014","Vehicle/Other",876,130,1,8,58,64
"1066","LINCOLN SQUARE","2015","PEDALCYCLIST",30,29,0,1,20,8
"1067","LINCOLN SQUARE","2015","PEDESTRIAN",31,31,0,10,14,7
"1068","LINCOLN SQUARE","2015","Vehicle/Other",853,138,1,13,56,69
"1069","LINCOLN SQUARE","2016","PEDALCYCLIST",24,24,0,1,13,10
"1070","LINCOLN SQUARE","2016","PEDESTRIAN",35,37,0,4,15,18
"1071","LINCOLN SQUARE","2016","Vehicle/Other",869,137,1,17,72,48
"1072","LINCOLN SQUARE","2017","PEDALCYCLIST",26,27,0,3,17,7
"1073","LINCOLN SQUARE","2017","PEDESTRIAN",25,25,0,6,11,8
"1074","LINCOLN SQUARE","2017","Vehicle/Other",849,126,0,5,68,53
"1075","LOGAN SQUARE","2009","PEDALCYCLIST",98,92,0,7,39,46
"1076","LOGAN SQUARE","2009","PEDESTRIAN",75,73,2,9,29,35
"1077","LOGAN SQUARE","2009","Vehicle/Other",2282,360,3,34,164,162
"1078","LOGAN SQUARE","2010","PEDALCYCLIST",122,124,0,7,71,46
"1079","LOGAN SQUARE","2010","PEDESTRIAN",65,67,0,12,32,23
"1080","LOGAN SQUARE","2010","Vehicle/Other",2264,396,0,51,180,165
"1081","LOGAN SQUARE","2011","PEDALCYCLIST",104,99,0,13,56,30
"1082","LOGAN SQUARE","2011","PEDESTRIAN",75,73,1,8,40,25
"1083","LOGAN SQUARE","2011","Vehicle/Other",2302,403,2,22,199,182
"1084","LOGAN SQUARE","2012","PEDALCYCLIST",102,96,1,8,46,42
"1085","LOGAN SQUARE","2012","PEDESTRIAN",75,78,0,9,46,23
"1086","LOGAN SQUARE","2012","Vehicle/Other",2264,429,2,34,191,204
"1087","LOGAN SQUARE","2013","PEDALCYCLIST",110,101,0,7,62,32
"1088","LOGAN SQUARE","2013","PEDESTRIAN",59,57,0,6,33,18
"1089","LOGAN SQUARE","2013","Vehicle/Other",2220,385,1,38,176,171
"1090","LOGAN SQUARE","2014","PEDALCYCLIST",107,98,0,9,62,27
"1091","LOGAN SQUARE","2014","PEDESTRIAN",72,74,1,10,43,21
"1092","LOGAN SQUARE","2014","Vehicle/Other",2334,409,3,32,195,182
"1093","LOGAN SQUARE","2015","PEDALCYCLIST",115,113,0,13,64,36
"1094","LOGAN SQUARE","2015","PEDESTRIAN",89,90,1,20,47,23
"1095","LOGAN SQUARE","2015","Vehicle/Other",2226,358,0,51,159,148
"1096","LOGAN SQUARE","2016","PEDALCYCLIST",95,86,0,7,39,40
"1097","LOGAN SQUARE","2016","PEDESTRIAN",54,54,0,6,28,20
"1098","LOGAN SQUARE","2016","Vehicle/Other",2467,376,2,44,150,182
"1099","LOGAN SQUARE","2017","PEDALCYCLIST",67,68,0,7,41,20
"1100","LOGAN SQUARE","2017","PEDESTRIAN",82,81,2,18,44,19
"1101","LOGAN SQUARE","2017","Vehicle/Other",2267,381,0,34,174,173
"1102","LOOP","2009","PEDALCYCLIST",60,60,0,4,36,20
"1103","LOOP","2009","PEDESTRIAN",192,203,1,23,93,87
"1104","LOOP","2009","Vehicle/Other",2000,529,2,49,214,266
"1105","LOOP","2010","PEDALCYCLIST",57,54,0,7,33,14
